tx_id,timestamp,channel,amount_inr,sender_account_id,sender_name,sender_pan,sender_dob,sender_bank,sender_ifsc,sender_vpa,receiver_account_id,receiver_name,receiver_pan,receiver_dob,receiver_bank,receiver_vpa,receiver_state,receiver_city,tx_location_city,tx_location_state,tx_location_country,tx_location_lat,tx_location_lon,device_id,purpose_code,is_cross_border,fx_usd_inr,usd_equiv,beneficiary_id,tx_status
TX20260603000131,2026-06-03T00:04:00,UPI,14779,ACC35540,Neha Iyer,QLMPZ5221U,1985-10-19,AXIS,AXIS0940,acc35540@okutib,EXT85850,Aishwarya Joshi,,,HDFC,aishwarya@okaxis,RJ,Jaipur,Jaipur,RJ,IN,26.9124,75.7873,DEV-ACC35540,P0099,0,,,,SUCCESS
TX20260605000021,2026-06-05T13:00:00,NEFT,213217,ACC97977,Kavya Reddy,SCTIN2049C,1999-04-19,HDFC,HDFC0939,acc97977@okpunb,EXT47982,Aarav Reddy,,,ICIC,aarav@okkkbk,KL,Kochi,Kochi,KL,IN,9.9312,76.2673,DEV-ACC97977,P0099,0,,,,SUCCESS
TX20260602001465,2026-06-02T16:21:00,UPI,32053,ACC98594,Ramesh Joshi,BVYJQ8244K,1961-09-14,HDFC,PUNB0617,acc98594@okpunb,EXT51749,Karan Nair,,,INDB,karan@okhdfc,MH,Mumbai,Mumbai,MH,IN,19.076,72.8777,DEV-ACC98594,P0013,0,,,,SUCCESS
TX20260601001871,2026-06-01T21:14:00,RTGS,6249,ACC31284,Suresh Das,MKODD0885V,1990-05-12,AXIS,HDFC0653,acc31284@okkkbk,EXT11663,Priya Bose,,,INDB,priya@okhdfc,TN,Chennai,Chennai,TN,IN,13.0827,80.2707,DEV-ACC31284,P0013,0,,,,SUCCESS
TX20260601001157,2026-06-01T13:40:00,UPI,36328,ACC80019,Mohan Pillai,HIUUD6012Y,1979-06-01,SBIN,UTIB0857,acc80019@okyesb,EXT42743,Vivaan Pillai,,,ICIC,vivaan@okaxis,GJ,Surat,Surat,GJ,IN,21.1702,72.8311,DEV-ACC80019,P0006,0,,,,SUCCESS
TX20260602001012,2026-06-02T20:45:00,UPI,12174,ACC61787,Sachin Bose,IZCKX9191B,1965-01-22,SBIN,PUNB0443,acc61787@okyesb,EXT78272,Kavya Rao,,,KKBK,kavya@okaxis,TN,Chennai,Chennai,TN,IN,13.0827,80.2707,DEV-ACC61787,P0014,0,,,,SUCCESS
TX20260603000286,2026-06-03T14:00:00,NEFT,102944,ACC56643,Aditya Khan,PNPBO1755F,1966-03-15,UTIB,YESB0774,acc56643@okaxis,EXT90378,Mohan Khan,EONZM0511C,2001-09-05,SBIN,mohan@okindb,TN,Chennai,Chennai,TN,IN,13.0827,80.2707,DEV-ACC56643,P0099,0,,,,SUCCESS
TX20260602001905,2026-06-02T19:59:00,UPI,20513,ACC91965,Rohan Verma,NZLTL0497P,1968-01-28,AXIS,AXIS0514,acc91965@okyesb,EXT62532,Isha Verma,,,INDB,isha@okutib,RJ,Jodhpur,Jodhpur,RJ,IN,26.2389,73.0243,DEV-ACC91965,P0006,0,,,,SUCCESS
TX20260601001900,2026-06-01T18:50:00,UPI,31046,ACC70966,Karan Gupta,KNCIP9282B,1986-06-22,PUNB,HDFC0538,acc70966@okicic,EXT26675,Aishwarya Nair,,,ICIC,aishwarya@okutib,TN,Chennai,Chennai,TN,IN,13.0827,80.2707,DEV-ACC70966,P0099,0,,,,SUCCESS
TX20260601001215,2026-06-01T17:30:00,UPI,4936,ACC75845,Karan Das,UJYCA3961G,1968-06-03,ICIC,KKBK0813,acc75845@okindb,EXT99917,Suresh Reddy,,,KKBK,suresh@okindb,KA,Mangaluru,Mangaluru,KA,IN,12.9141,74.856,DEV-ACC75845,P0099,0,,,,SUCCESS
TX20260603000455,2026-06-03T11:45:00,UPI,30716,ACC34405,Rohan Iyer,ZSZIG6752R,1993-05-27,PUNB,PUNB0892,acc34405@okyesb,EXT25697,Ramesh Verma,,,ICIC,,DL,New Delhi,New Delhi,DL,IN,28.6139,77.209,DEV-ACC34405,P0099,0,,,,SUCCESS
TX20260602001884,2026-06-02T02:51:00,NEFT,14324,ACC09266,Priya Verma,IANGJ7376H,1986-04-05,ICIC,ICIC0460,acc09266@okpunb,EXT73142,Rohan Menon,,,YESB,rohan@okpunb,KA,Bengaluru,Bengaluru,KA,IN,12.9716,77.5946,DEV-ACC09266,P0013,0,,,,SUCCESS
TX20260602001273,2026-06-02T23:27:00,UPI,2826,ACC50386,Ramesh Verma,ZEEBJ2306O,1975-04-02,SBIN,YESB0636,acc50386@okpunb,EXT34009,Isha Bose,,,KKBK,isha@oksbin,KA,Mangaluru,Mangaluru,KA,IN,12.9141,74.856,DEV-ACC50386,P0008,0,,,,SUCCESS
TX20260602001993,2026-06-02T20:44:00,UPI,12396,ACC44047,Isha Menon,XXOTA7433R,1976-12-13,HDFC,YESB0344,acc44047@okpunb,EXT38722,Kavya Nair,,,AXIS,kavya@okutib,TG,Hyderabad,Hyderabad,TG,IN,17.385,78.4867,DEV-ACC44047,P0013,0,,,,SUCCESS
TX20260603000996,2026-06-03T17:09:00,NEFT,4768,ACC54771,Neha Gupta,VLBAJ0743T,1985-01-14,UTIB,SBIN0114,acc54771@okutib,EXT21627,Karan Bose,,,INDB,karan@okutib,MH,Nagpur,Nagpur,MH,IN,21.1458,79.0882,DEV-ACC54771,P0013,0,,,,SUCCESS
TX20260601001799,2026-06-01T10:17:00,UPI,3837,ACC99675,Karan Bose,JBKED1787R,1962-04-10,PUNB,YESB0253,acc99675@okyesb,EXT43351,Kavya Joshi,,,HDFC,kavya@okutib,WB,Kolkata,Kolkata,WB,IN,22.5726,88.3639,DEV-ACC99675,P0006,0,,,,SUCCESS
TX20260602000290,2026-06-02T00:20:00,UPI,4118,PYR1_2,Kavya Rao,HJQAO4809S,1959-02-14,UTIB,AXIS0149,pyr1_2@upi,MULE1,Rohan Das,,,YESB,mule1@upi,MH,Mumbai,Mumbai,MH,IN,19.076,72.8777,DEV-PYR1_2,P0099,0,,,,SUCCESS
TX20260604000033,2026-06-04T19:00:00,NEFT,195660,ACC63956,Isha Nair,UDCKO1375X,1963-05-24,HDFC,HDFC0791,acc63956@okpunb,EXT80827,Rohan Singh,,,ICIC,rohan@okindb,TN,Coimbatore,Coimbatore,TN,IN,11.0168,76.9558,DEV-ACC63956,P0099,0,,,,SUCCESS
TX20260604001824,2026-06-04T00:16:00,RTGS,13295,ACC10166,Kavya Joshi,JPBKX8867Z,1960-05-19,KKBK,HDFC0608,acc10166@okpunb,EXT11063,Aishwarya Sharma,,,HDFC,aishwarya@okicic,KL,Thiruvananthapuram,Thiruvananthapuram,KL,IN,8.5241,76.9366,DEV-ACC10166,P0006,0,,,,SUCCESS
TX20260602001494,2026-06-02T05:10:00,UPI,21160,ACC79797,Priya Joshi,FCJBT1845I,1985-08-19,UTIB,ICIC0505,acc79797@oksbin,EXT58401,Anjali Menon,,,HDFC,anjali@okyesb,WB,Kolkata,Kolkata,WB,IN,22.5726,88.3639,DEV-ACC79797,P0008,0,,,,SUCCESS
TX20260604001234,2026-06-04T08:12:00,NEFT,2517,ACC54299,Anjali Menon,PZSPH5202K,1992-04-16,ICIC,KKBK0638,acc54299@oksbin,EXT13343,Neha Menon,,,HDFC,neha@okyesb,MH,Nagpur,Nagpur,MH,IN,21.1458,79.0882,DEV-ACC54299,P0099,0,,,,SUCCESS
TX20260603001737,2026-06-03T10:21:00,RTGS,676,ACC45874,Aishwarya Sharma,LSAZW1868F,1980-09-22,AXIS,AXIS0630,acc45874@okindb,EXT46500,Ramesh Patel,,,ICIC,ramesh@okicic,DL,New Delhi,New Delhi,DL,IN,28.6139,77.209,DEV-ACC45874,P0006,0,,,,SUCCESS
TX20260602000838,2026-06-02T13:01:00,RTGS,30691,ACC24278,Suresh Reddy,FJESM0330V,1994-05-18,AXIS,HDFC0368,acc24278@okaxis,EXT68842,Priya Gupta,,,AXIS,priya@oksbin,TG,Hyderabad,Hyderabad,TG,IN,17.385,78.4867,DEV-ACC24278,P0013,0,,,,SUCCESS
TX20260602000426,2026-06-02T19:00:00,UPI,3615,PYR30_0,Priya Rao,GFKVZ6295Q,1972-06-09,UTIB,SBIN0119,pyr30_0@upi,MULE30,Priya Khan,,,ICIC,mule30@upi,MH,Mumbai,Mumbai,MH,IN,19.076,72.8777,DEV-PYR30_0,P0099,0,,,,SUCCESS
TX20260601000899,2026-06-01T22:38:00,RTGS,39547,ACC30402,Ramesh Khan,UEILU4819J,2001-07-22,HDFC,UTIB0116,acc30402@okyesb,EXT15239,Priya Iyer,,,AXIS,priya@okaxis,TG,Hyderabad,Hyderabad,TG,IN,17.385,78.4867,DEV-ACC30402,P0099,0,,,,SUCCESS
TX20260601000689,2026-06-01T17:53:00,UPI,115000,ACC39475,Ramesh Rao,GYCRE2323T,1976-06-28,UTIB,SBIN0373,acc39475@okicic,EXT57518,Anjali Joshi,,,INDB,,MH,Mumbai,Mumbai,MH,IN,19.076,72.8777,DEV-A,P0006,0,,,,SUCCESS
TX20260602000999,2026-06-02T15:53:00,RTGS,9393,ACC10845,Aishwarya Singh,LHIIB5333B,1976-02-23,KKBK,SBIN0964,acc10845@okindb,EXT23244,Aarav Singh,,,ICIC,aarav@oksbin,KA,Bengaluru,Bengaluru,KA,IN,12.9716,77.5946,DEV-ACC10845,P0013,0,,,,SUCCESS
TX20260601001179,2026-06-01T12:02:00,NEFT,17337,ACC94258,Aishwarya Patel,ZDVDG4523P,1956-10-14,KKBK,ICIC0841,acc94258@okyesb,EXT27725,Anjali Singh,,,YESB,anjali@okindb,WB,Kolkata,Kolkata,WB,IN,22.5726,88.3639,DEV-ACC94258,P0008,0,,,,SUCCESS
TX20260603000304,2026-06-03T05:20:00,UPI,2521,PYR3_2,Ramesh Singh,YUYAJ3719E,1988-10-02,YESB,ICIC0768,pyr3_2@upi,MULE3,Rohan Joshi,,,HDFC,mule3@upi,MH,Mumbai,Mumbai,MH,IN,19.076,72.8777,DEV-PYR3_2,P0099,0,,,,SUCCESS
TX20260603001437,2026-06-03T19:47:00,UPI,27068,ACC31072,Vivaan Rao,REZIB9956K,1981-04-13,UTIB,YESB0458,acc31072@okhdfc,EXT33908,Aishwarya Rao,,,AXIS,aishwarya@okpunb,MH,Mumbai,Mumbai,MH,IN,19.076,72.8777,DEV-ACC31072,P0008,0,,,,SUCCESS
TX20260601001209,2026-06-01T16:34:00,NEFT,30137,ACC26956,Vivaan Patel,LNFYV8394X,1962-01-01,HDFC,AXIS0134,acc26956@oksbin,EXT42536,Priya Gupta,,,UTIB,priya@okicic,TG,Hyderabad,Hyderabad,TG,IN,17.385,78.4867,DEV-ACC26956,P0013,0,,,,SUCCESS
TX20260602000353,2026-06-02T10:30:00,UPI,231867.6,INT12_1,Karan Rao,YLRWE2433M,1960-07-10,YESB,SBIN0591,int12_1@upi,RET12,Ramesh Menon,,,HDFC,ret12@upi,MH,Mumbai,Mumbai,MH,IN,19.076,72.8777,DEV-INT12_1,P0099,0,,,,SUCCESS
TX20260601000771,2026-06-01T11:44:00,RTGS,32661,ACC64997,Aarav Patel,QUVNU3399Y,1961-11-27,HDFC,AXIS0209,acc64997@okyesb,EXT85423,Sachin Verma,,,PUNB,sachin@okpunb,GJ,Ahmedabad,Ahmedabad,GJ,IN,23.0225,72.5714,DEV-ACC64997,P0008,0,,,,SUCCESS
TX20260602000090,2026-06-02T03:59:00,UPI,12988,ACC75971,Kavya Sharma,ZJNJL3256I,1982-04-01,AXIS,AXIS0692,acc75971@okpunb,EXT28840,Kavya Joshi,,,ICIC,kavya@okpunb,DL,New Delhi,New Delhi,DL,IN,28.6139,77.209,DEV-ACC75971,P0099,0,,,,SUCCESS
TX20260604001562,2026-06-04T01:25:00,NEFT,5600,ACC04638,Anjali Joshi,OJKQT2268U,1987-03-25,YESB,YESB0561,acc04638@okindb,EXT16245,Rohan Patel,,,YESB,rohan@okpunb,HR,Faridabad,Faridabad,HR,IN,28.4089,77.3178,DEV-ACC04638,P0099,0,,,,SUCCESS
TX20260603001522,2026-06-03T00:50:00,UPI,38793,ACC62549,Vivaan Das,XENAM5740P,1966-12-21,UTIB,KKBK0737,acc62549@okaxis,EXT36429,Rohan Gupta,,,AXIS,rohan@okaxis,KA,Mysuru,Mysuru,KA,IN,12.2958,76.6394,DEV-ACC62549,P0099,0,,,,SUCCESS
TX20260602000309,2026-06-02T01:00:00,UPI,4705,PYR4_0,Aditya Singh,VNCOO7484H,2002-11-19,KKBK,AXIS0315,pyr4_0@upi,MULE4,Kavya Nair,,,AXIS,mule4@upi,MH,Mumbai,Mumbai,MH,IN,19.076,72.8777,DEV-PYR4_0,P0099,0,,,,SUCCESS
TX20260603001921,2026-06-03T19:13:00,UPI,30967,ACC32128,Kavya Bose,MUNZW0860C,1993-12-12,YESB,SBIN0359,acc32128@okaxis,EXT10407,Mohan Nair,,,HDFC,mohan@okyesb,MH,Pune,Pune,MH,IN,18.5204,73.8567,DEV-ACC32128,P0008,0,,,,SUCCESS
TX20260601000699,2026-06-01T11:59:00,UPI,21730,ACC68743,Aditya Bose,IYFZT7355Q,1964-11-22,UTIB,UTIB0698,acc68743@okindb,EXT40952,Aarav Pillai,,,HDFC,aarav@okaxis,RJ,Jaipur,Jaipur,RJ,IN,26.9124,75.7873,DEV-ACC68743,P0099,0,,,,SUCCESS
TX20260603000872,2026-06-03T05:33:00,RTGS,5077,ACC26049,Anjali Das,KAZAO9892C,1996-03-21,SBIN,HDFC0493,acc26049@okhdfc,EXT95407,Aditya Khan,,,UTIB,aditya@okyesb,WB,Kolkata,Kolkata,WB,IN,22.5726,88.3639,DEV-ACC26049,P0006,0,,,,SUCCESS
TX20260604001542,2026-06-04T08:02:00,NEFT,5869,ACC73977,Priya Patel,YQKUP8524I,1993-12-10,YESB,SBIN0297,acc73977@okutib,EXT94090,Aishwarya Gupta,,,AXIS,aishwarya@okicic,TG,Hyderabad,Hyderabad,TG,IN,17.385,78.4867,DEV-ACC73977,P0099,0,,,,SUCCESS
TX20260603001603,2026-06-03T06:15:00,NEFT,39470,ACC80910,Priya Verma,IVCRN0119O,1976-02-08,SBIN,INDB0657,acc80910@okyesb,EXT17693,Aarav Rao,,,AXIS,aarav@okutib,DL,New Delhi,New Delhi,DL,IN,28.6139,77.209,DEV-ACC80910,P0099,0,,,,SUCCESS
TX20260402000254,2026-04-02T11:00:00,NEFT,50525,ACC56238,Rohan Bose,XEDGB5976O,1985-02-28,SBIN,SBIN0667,acc56238@okutib,EXT39038,Payroll Vendor Pvt Ltd,,,HDFC,payroll@okhdfc,HR,Faridabad,Faridabad,HR,IN,28.4089,77.3178,DEV-ACC56238,P0008,0,,,,SUCCESS
TX20260602001330,2026-06-02T03:58:00,UPI,29135,ACC22142,Priya Rao,ZIBYR8374U,1968-01-04,YESB,ICIC0114,acc22142@okpunb,EXT95245,Priya Joshi,,,UTIB,priya@oksbin,DL,New Delhi,New Delhi,DL,IN,28.6139,77.209,DEV-ACC22142,P0099,0,,,,SUCCESS
TX20260602001506,2026-06-02T22:15:00,RTGS,1763,ACC75014,Sachin Pillai,DRPGI7565N,1984-05-11,INDB,ICIC0625,acc75014@okkkbk,EXT50330,Neha Joshi,,,HDFC,neha@okyesb,WB,Kolkata,Kolkata,WB,IN,22.5726,88.3639,DEV-ACC75014,P0008,0,,,,SUCCESS
TX20260412000574,2026-04-12T09:00:00,SWIFT,2091985.34,ACCX140W,Vivaan Patel,DQEYP6140W,1962-03-22,BANK_A,HDFC0402,,BENE_648,Overseas Beneficiary,,,FOREIGN,,,,Mumbai,MH,IN,19.076,72.8777,DEV-ACCX140W,S0001_business,1,82.7395,25284.0,BENE_648,SUCCESS
TX20260602000472,2026-06-02T05:15:00,UPI,31090,ACC79011,Rohan Iyer,NZYKB4611O,1959-06-02,PUNB,PUNB0423,acc79011@okindb,EXT62265,Ramesh Iyer,,,AXIS,,GJ,Surat,Surat,GJ,IN,21.1702,72.8311,DEV-ACC79011,P0099,0,,,,SUCCESS
TX20260602001129,2026-06-02T01:46:00,UPI,33264,ACC71572,Aditya Iyer,WEZHB3895T,1959-05-07,HDFC,ICIC0107,acc71572@okicic,EXT58606,Kavya Rao,,,AXIS,kavya@okkkbk,HR,Gurugram,Gurugram,HR,IN,28.4595,77.0266,DEV-ACC71572,P0013,0,,,,SUCCESS
TX20260603000677,2026-06-03T14:15:00,UPI,11272,ACC96816,Aditya Das,XMQKL6744M,1955-01-04,AXIS,YESB0541,acc96816@okhdfc,EXT88808,Suresh Verma,,,PUNB,,RJ,Jaipur,Jaipur,RJ,IN,26.9124,75.7873,DEV-A,P0099,0,,,,SUCCESS
TX20260601001528,2026-06-01T11:09:00,RTGS,15481,ACC16103,Anjali Gupta,JPHQV5751B,1962-05-21,INDB,PUNB0335,acc16103@oksbin,EXT80214,Rohan Gupta,,,INDB,rohan@oksbin,TG,Hyderabad,Hyderabad,TG,IN,17.385,78.4867,DEV-ACC16103,P0099,0,,,,SUCCESS
TX20260603001725,2026-06-03T03:19:00,NEFT,1911,ACC38595,Priya Nair,KAJOD4367T,1984-11-23,SBIN,HDFC0277,acc38595@okkkbk,EXT85760,Aarav Rao,,,YESB,aarav@okhdfc,DL,New Delhi,New Delhi,DL,IN,28.6139,77.209,DEV-ACC38595,P0099,0,,,,SUCCESS
TX20260422000548,2026-04-22T09:00:00,SWIFT,2094697.53,ACCX268Y,Aditya Singh,HCVJR8268Y,1963-05-13,BANK_A,HDFC0514,,BENE_948,Overseas Beneficiary,,,FOREIGN,,,,Mumbai,MH,IN,19.076,72.8777,DEV-ACCX268Y,S0001_business,1,83.2055,25175.0,BENE_948,SUCCESS
TX20260603001788,2026-06-03T21:17:00,UPI,29715,ACC35259,Mohan Iyer,XTOZE9872C,1987-05-20,AXIS,PUNB0809,acc35259@okhdfc,EXT28727,Mohan Gupta,,,PUNB,mohan@okutib,TG,Hyderabad,Hyderabad,TG,IN,17.385,78.4867,DEV-ACC35259,P0013,0,,,,SUCCESS
TX20260602001223,2026-06-02T03:48:00,RTGS,36727,ACC64803,Kavya Pillai,EXEUH9706G,1987-08-24,KKBK,KKBK0960,acc64803@okaxis,EXT59973,Anjali Gupta,,,SBIN,anjali@oksbin,KA,Mangaluru,Mangaluru,KA,IN,12.9141,74.856,DEV-ACC64803,P0099,0,,,,SUCCESS
TX20260603001482,2026-06-03T11:40:00,NEFT,13102,ACC97815,Vivaan Gupta,FCCQH2100X,1964-04-15,AXIS,INDB0373,acc97815@okpunb,EXT68897,Vivaan Bose,,,ICIC,vivaan@okindb,RJ,Jodhpur,Jodhpur,RJ,IN,26.2389,73.0243,DEV-ACC97815,P0014,0,,,,SUCCESS
TX20260603001196,2026-06-03T10:27:00,NEFT,35753,ACC22411,Isha Iyer,LMCVG3193N,1983-07-16,SBIN,PUNB0643,acc22411@okkkbk,EXT21605,Anjali Gupta,,,PUNB,anjali@okindb,DL,New Delhi,New Delhi,DL,IN,28.6139,77.209,DEV-ACC22411,P0013,0,,,,SUCCESS
TX20260603000672,2026-06-03T14:42:00,UPI,103401,ACC38956,Karan Menon,OIVCE0816L,1973-07-12,HDFC,ICIC0656,acc38956@okutib,EXT28623,Aditya Iyer,,,YESB,,,Dubai,Dubai,,AE,25.2048,55.2708,DEV-A,P0014,0,,,,SUCCESS
TX20260603000815,2026-06-03T12:05:00,RTGS,31441,ACC20079,Karan Nair,VQNGI7191V,1990-02-25,PUNB,YESB0737,acc20079@okyesb,EXT88100,Aishwarya Reddy,,,PUNB,aishwarya@oksbin,HR,Gurugram,Gurugram,HR,IN,28.4595,77.0266,DEV-ACC20079,P0013,0,,,,SUCCESS
TX20260603000886,2026-06-03T20:39:00,NEFT,5034,ACC51264,Aarav Singh,ASXXJ4577Q,1956-07-05,PUNB,PUNB0768,acc51264@okutib,EXT99606,Ramesh Sharma,,,UTIB,ramesh@okindb,KA,Bengaluru,Bengaluru,KA,IN,12.9716,77.5946,DEV-ACC51264,P0006,0,,,,SUCCESS
TX20260601001779,2026-06-01T09:45:00,NEFT,30405,ACC80436,Isha Menon,GDBCI8883C,1976-04-04,ICIC,UTIB0966,acc80436@okhdfc,EXT10590,Aishwarya Sharma,,,KKBK,aishwarya@okutib,WB,Kolkata,Kolkata,WB,IN,22.5726,88.3639,DEV-ACC80436,P0013,0,,,,SUCCESS
TX20260602001086,2026-06-02T14:09:00,RTGS,15126,ACC09053,Vivaan Singh,MCUGO7646R,1955-03-20,KKBK,ICIC0253,acc09053@oksbin,EXT88806,Aishwarya Menon,,,SBIN,aishwarya@okicic,KA,Mangaluru,Mangaluru,KA,IN,12.9141,74.856,DEV-ACC09053,P0099,0,,,,SUCCESS
TX20260601001963,2026-06-01T21:38:00,RTGS,31201,ACC44863,Neha Sharma,PHYQT3219O,1973-12-03,KKBK,SBIN0272,acc44863@okindb,EXT21534,Rohan Das,,,INDB,rohan@oksbin,DL,New Delhi,New Delhi,DL,IN,28.6139,77.209,DEV-ACC44863,P0008,0,,,,SUCCESS
TX20260601000629,2026-06-01T14:54:00,UPI,76894,ACC10022,Aishwarya Bose,DTRMH2265V,1986-12-09,HDFC,UTIB0621,acc10022@okutib,EXT46837,Suresh Reddy,,,UTIB,,,NewYork,NewYork,,US,40.7128,-74.006,DEV-X,P0099,0,,,,SUCCESS
TX20260601000258,2026-06-01T09:00:00,NEFT,48049,ACC30808,Isha Iyer,JYYZL1360P,1967-04-21,SBIN,SBIN0119,acc30808@okutib,EXT76993,Payroll Vendor Pvt Ltd,,,HDFC,payroll@okhdfc,GJ,Surat,Surat,GJ,IN,21.1702,72.8311,DEV-ACC30808,P0008,0,,,,SUCCESS
TX20260602000895,2026-06-02T12:40:00,UPI,35725,ACC57183,Ramesh Joshi,TAFYB5560L,1991-06-26,HDFC,SBIN0771,acc57183@okyesb,EXT74741,Ramesh Joshi,,,YESB,ramesh@okyesb,MH,Mumbai,Mumbai,MH,IN,19.076,72.8777,DEV-ACC57183,P0014,0,,,,SUCCESS
TX20260603000799,2026-06-03T01:40:00,UPI,18480,ACC50059,Mohan Singh,IYZUW3990V,2000-03-18,PUNB,ICIC0846,acc50059@okindb,EXT43421,Aishwarya Joshi,,,ICIC,aishwarya@okindb,KL,Thiruvananthapuram,Thiruvananthapuram,KL,IN,8.5241,76.9366,DEV-ACC50059,P0014,0,,,,SUCCESS
TX20260602000076,2026-06-02T02:12:00,UPI,6677,ACC75971,Kavya Sharma,ZJNJL3256I,1982-04-01,AXIS,AXIS0259,acc75971@okaxis,EXT73816,Ramesh Gupta,,,PUNB,ramesh@okkkbk,DL,New Delhi,New Delhi,DL,IN,28.6139,77.209,DEV-ACC75971,P0099,0,,,,SUCCESS
TX20260602000678,2026-06-02T14:41:00,UPI,10554,ACC62840,Sachin Singh,TLNNE5397E,1955-11-10,HDFC,ICIC0993,acc62840@okyesb,EXT75522,Vivaan Iyer,,,UTIB,,RJ,Jaipur,Jaipur,RJ,IN,26.9124,75.7873,DEV-A,P0099,0,,,,SUCCESS
TX20260603000814,2026-06-03T02:48:00,UPI,2606,ACC98313,Rohan Bose,KHHOW6954D,1976-09-19,ICIC,YESB0264,acc98313@okicic,EXT14977,Karan Nair,,,ICIC,karan@okpunb,MH,Mumbai,Mumbai,MH,IN,19.076,72.8777,DEV-ACC98313,P0099,0,,,,SUCCESS
TX20260602001661,2026-06-02T16:11:00,NEFT,24646,ACC69911,Isha Nair,LZWCL6799I,1999-09-02,HDFC,UTIB0696,acc69911@okicic,EXT27666,Neha Singh,,,KKBK,neha@okyesb,DL,New Delhi,New Delhi,DL,IN,28.6139,77.209,DEV-ACC69911,P0014,0,,,,SUCCESS
TX20260601000667,2026-06-01T03:47:00,UPI,1092,ACC10802,Ramesh Verma,INMNQ6721V,1965-02-16,UTIB,KKBK0488,acc10802@okutib,EXT96613,Sachin Pillai,,,UTIB,,DL,New Delhi,New Delhi,DL,IN,28.6139,77.209,DEV-PROBE,P0099,0,,,,SUCCESS
TX20260601001425,2026-06-01T20:45:00,UPI,12838,ACC12602,Isha Rao,WCWXA1065M,1980-07-14,HDFC,ICIC0266,acc12602@okkkbk,EXT86453,Rohan Gupta,,,YESB,rohan@okyesb,DL,New Delhi,New Delhi,DL,IN,28.6139,77.209,DEV-ACC12602,P0013,0,,,,SUCCESS
TX20260601001026,2026-06-01T20:14:00,UPI,2346,ACC53869,Isha Rao,ROSAH3694L,1990-07-09,INDB,UTIB0727,acc53869@okpunb,EXT72545,Aishwarya Gupta,,,UTIB,aishwarya@okicic,GJ,Surat,Surat,GJ,IN,21.1702,72.8311,DEV-ACC53869,P0013,0,,,,SUCCESS
TX20260604001826,2026-06-04T07:42:00,UPI,16874,ACC57820,Priya Das,EUPTZ8388I,1984-12-03,ICIC,UTIB0640,acc57820@okpunb,EXT43590,Suresh Verma,,,ICIC,suresh@okutib,RJ,Jaipur,Jaipur,RJ,IN,26.9124,75.7873,DEV-ACC57820,P0013,0,,,,SUCCESS
TX20260602000801,2026-06-02T16:24:00,RTGS,37709,ACC78462,Kavya Verma,LNFML5323U,1983-01-02,INDB,SBIN0600,acc78462@okkkbk,EXT82400,Neha Rao,,,SBIN,neha@okutib,WB,Kolkata,Kolkata,WB,IN,22.5726,88.3639,DEV-ACC78462,P0006,0,,,,SUCCESS
TX20260602001370,2026-06-02T09:32:00,RTGS,29630,ACC94772,Ramesh Gupta,TKEZL5411T,1973-08-04,PUNB,KKBK0378,acc94772@okyesb,EXT68929,Priya Sharma,,,SBIN,priya@okaxis,TN,Chennai,Chennai,TN,IN,13.0827,80.2707,DEV-ACC94772,P0013,0,,,,SUCCESS
TX20260602001982,2026-06-02T12:42:00,UPI,32693,ACC72929,Aishwarya Sharma,UEBJA9942M,1986-05-19,INDB,PUNB0960,acc72929@oksbin,EXT79945,Priya Singh,,,HDFC,priya@okyesb,TG,Hyderabad,Hyderabad,TG,IN,17.385,78.4867,DEV-ACC72929,P0014,0,,,,SUCCESS
TX20260603001861,2026-06-03T12:21:00,UPI,36079,ACC31622,Kavya Menon,SXKKL1712W,1975-04-14,UTIB,YESB0973,acc31622@okpunb,EXT38216,Ramesh Joshi,,,AXIS,ramesh@okindb,TG,Hyderabad,Hyderabad,TG,IN,17.385,78.4867,DEV-ACC31622,P0013,0,,,,SUCCESS
TX20260604000016,2026-06-04T09:00:00,NEFT,236401,ACC67858,Sachin Nair,SKTDI0594V,1979-06-14,HDFC,HDFC0983,acc67858@okhdfc,EXT98524,Ramesh Patel,,,ICIC,ramesh@oksbin,GJ,Ahmedabad,Ahmedabad,GJ,IN,23.0225,72.5714,DEV-ACC67858,P0099,0,,,,SUCCESS
TX20260603000765,2026-06-03T14:50:00,RTGS,31196,ACC72146,Aditya Verma,TGSXU4755H,1955-02-19,UTIB,YESB0628,acc72146@okpunb,EXT85405,Aishwarya Pillai,,,INDB,aishwarya@okkkbk,WB,Kolkata,Kolkata,WB,IN,22.5726,88.3639,DEV-ACC72146,P0006,0,,,,SUCCESS
TX20260601001219,2026-06-01T20:07:00,UPI,23333,ACC67995,Sachin Gupta,FQHRJ3166X,1976-02-08,KKBK,HDFC0458,acc67995@okpunb,EXT52813,Isha Reddy,,,INDB,isha@okicic,TN,Chennai,Chennai,TN,IN,13.0827,80.2707,DEV-ACC67995,P0099,0,,,,SUCCESS
TX20260602000420,2026-06-02T00:00:00,UPI,176135.46,RT27,Isha Pillai,XTXLO8131O,1971-07-13,UTIB,INDB0133,rt27@upi,INT27_1,Vivaan Gupta,,,SBIN,int27_1@upi,MH,Mumbai,Mumbai,MH,IN,19.076,72.8777,DEV-RT27,P0099,0,,,,SUCCESS
