account_id,pan,holder_name,dob,account_age_days,account_type,kyc_status,home_state,home_city,typical_device_id,avg_monthly_txn_count,avg_monthly_txn_value_inr,avg_tx_amount_inr,balance_inr,previous_flags,previous_strs,linked_accounts_count,occupation_category,is_pep,negative_news_flag,account_dormancy_days,onboarding_channel,is_registered_merchant,travel_profile,home_country
ACC95148,RUQRR8294F,Vivaan Reddy,1983-02-18,1157,Savings,Full KYC,DL,New Delhi,DEV-A,36,23389,9000,250000,0,0,0,Retired,No,No,0,Digital,False,DOMESTIC_STATIC,IN
ACC67665,SHNNL0214F,Aishwarya Khan,1995-07-05,2460,Savings,Full KYC,DL,New Delhi,DEV-A,29,72070,9000,250000,0,0,2,Salaried,No,No,1,Branch,False,DOMESTIC_STATIC,IN
ACC73328,VOQWF9249P,Kavya Bose,1992-09-09,674,Savings,Full KYC,DL,New Delhi,DEV-A,15,63867,9000,250000,0,0,3,Retired,No,No,4,Branch,False,DOMESTIC_STATIC,IN
ACC42339,NXWDQ9315E,Aishwarya Khan,1995-01-11,2006,Savings,Full KYC,DL,New Delhi,DEV-A,23,38837,9000,250000,0,0,3,Student,No,No,4,Branch,False,DOMESTIC_STATIC,IN
ACC85628,DZXQR1159L,Priya Gupta,1980-09-08,993,Savings,Full KYC,MH,Mumbai,DEV-A,40,84970,8000,100000,0,0,3,Student,No,No,2,Digital,False,DOMESTIC_STATIC,IN
ACC25197,SNPQR5719L,Aarav Bose,1975-12-05,3496,Savings,Full KYC,MH,Mumbai,DEV-A,40,50642,8000,100000,0,0,3,Self-Employed,No,No,2,Branch,False,DOMESTIC_STATIC,IN
ACC76773,TLQFQ1674P,Aditya Das,1992-11-10,3257,Savings,Full KYC,MH,Mumbai,DEV-A,37,28841,8000,100000,0,0,3,Student,No,No,0,Digital,False,DOMESTIC_STATIC,IN
ACC84969,SRMVS3334N,Aarav Reddy,1971-08-04,1838,Savings,Full KYC,MH,Mumbai,DEV-A,5,64970,8000,100000,0,0,1,Student,No,No,0,Branch,False,DOMESTIC_STATIC,IN
ACC31190,HFJUF4335P,Ramesh Rao,1981-03-25,2282,Savings,Full KYC,MH,Mumbai,DEV-A,37,62654,8000,100000,0,0,3,Student,No,No,5,Digital,False,DOMESTIC_STATIC,IN
ACC72149,JFTXJ3084M,Vivaan Menon,1997-01-22,1900,Savings,Full KYC,MH,Mumbai,DEV-A,9,20148,8000,100000,0,0,3,Salaried,No,No,3,Branch,False,DOMESTIC_STATIC,IN
ACC80014,LWRQC3993F,Isha Singh,1967-01-16,2851,Savings,Full KYC,MH,Mumbai,DEV-A,39,64349,8000,100000,0,0,2,Self-Employed,No,No,1,Branch,False,DOMESTIC_STATIC,IN
ACC50411,JBHGE1303V,Neha Singh,1997-03-18,1096,Savings,Full KYC,MH,Mumbai,DEV-A,22,60771,8000,100000,0,0,0,Salaried,No,No,4,Digital,False,DOMESTIC_STATIC,IN
ACC28340,NQLNS9375Y,Aarav Reddy,1976-02-21,469,Savings,Full KYC,MH,Mumbai,DEV-A,30,80719,8000,100000,0,0,3,Student,No,No,4,Branch,False,DOMESTIC_STATIC,IN
ACC41102,KVWXK5094B,Vivaan Joshi,1974-01-24,2377,Savings,Full KYC,MH,Mumbai,DEV-A,29,9226,8000,100000,0,0,3,Student,No,No,3,Digital,False,DOMESTIC_STATIC,IN
ACC18008,SJRMX2190A,Kavya Bose,1980-02-26,1144,Savings,Full KYC,TN,Chennai,DEV-A,37,33818,9000,200000,0,0,0,Student,No,No,2,Branch,False,DOMESTIC_STATIC,IN
ACC78344,BXXZU1456J,Mohan Reddy,1967-05-16,1500,Savings,Full KYC,TN,Chennai,DEV-A,10,50202,9000,200000,0,0,1,Self-Employed,No,No,0,Digital,False,DOMESTIC_STATIC,IN
ACC28913,ATTWB5844T,Ramesh Bose,1974-02-25,2040,Savings,Full KYC,TN,Chennai,DEV-A,16,79400,9000,200000,0,0,3,Retired,No,No,4,Digital,False,DOMESTIC_STATIC,IN
ACC69133,BQOMZ7643R,Aarav Khan,1956-07-10,3275,Savings,Full KYC,TN,Chennai,DEV-A,22,66620,9000,200000,0,0,1,Retired,No,No,0,Digital,False,DOMESTIC_STATIC,IN
ACC94674,LUKZF3839V,Neha Nair,1998-12-14,897,Savings,Full KYC,TN,Chennai,DEV-A,33,31311,9000,200000,0,0,0,Retired,No,No,3,Branch,False,DOMESTIC_STATIC,IN
ACC14998,PQOKP5713K,Vivaan Patel,2000-05-16,717,Savings,Full KYC,TN,Chennai,DEV-A,13,20039,9000,200000,0,0,3,Salaried,No,No,4,Digital,False,DOMESTIC_STATIC,IN
ACC66746,LDMBE8488O,Karan Nair,1974-12-07,465,Savings,Full KYC,TN,Chennai,DEV-A,24,46536,9000,200000,0,0,1,Business,No,No,0,Digital,False,DOMESTIC_STATIC,IN
ACC03869,LBLPF5682W,Ramesh Joshi,1962-02-03,483,Savings,Full KYC,TN,Chennai,DEV-A,9,29049,9000,200000,0,0,1,Self-Employed,No,No,0,Branch,False,DOMESTIC_STATIC,IN
ACC58477,RHUDD0139V,Rohan Menon,1956-04-12,2685,Savings,Full KYC,TN,Chennai,DEV-A,34,86316,9000,200000,0,0,2,Self-Employed,No,No,0,Digital,False,DOMESTIC_STATIC,IN
ACC14067,XFWFN3120U,Rohan Menon,1969-02-07,1012,Savings,Full KYC,TN,Chennai,DEV-A,19,80924,9000,200000,0,0,0,Business,No,No,1,Digital,False,DOMESTIC_STATIC,IN
ACC24087,HXNKP5466K,Anjali Patel,1962-04-09,1950,Savings,Full KYC,DL,New Delhi,DEV-A,35,13526,9000,150000,0,0,0,Student,No,No,3,Branch,False,DOMESTIC_STATIC,IN
ACC92209,HNPEM1542V,Suresh Das,1988-08-27,2408,Savings,Full KYC,DL,New Delhi,DEV-A,33,19103,9000,150000,0,0,1,Retired,No,No,3,Branch,False,DOMESTIC_STATIC,IN
ACC10802,INMNQ6721V,Ramesh Verma,1965-02-16,3408,Savings,Full KYC,DL,New Delhi,DEV-A,22,77463,9000,150000,0,0,1,Business,No,No,5,Digital,False,DOMESTIC_STATIC,IN
ACC59743,NEMSY6516D,Suresh Joshi,1961-10-09,2167,Savings,Full KYC,DL,New Delhi,DEV-A,36,36530,9000,150000,0,0,2,Business,No,No,5,Digital,False,DOMESTIC_STATIC,IN
ACC91367,UNVUR6030C,Neha Khan,1961-06-11,3262,Savings,Full KYC,DL,New Delhi,DEV-A,17,32942,9000,150000,0,0,2,Salaried,No,No,4,Digital,False,DOMESTIC_STATIC,IN
ACC37068,ZKWVH5674F,Mohan Iyer,1992-12-08,3379,NRE,Full KYC,MH,Mumbai,DEV-A,23,12470,40000,500000,0,0,0,Business,No,No,5,Digital,False,INTERNATIONAL_FREQUENT,IN
ACC71373,PQKCG6739I,Karan Nair,1964-11-25,3483,NRE,Full KYC,MH,Mumbai,DEV-A,16,17455,40000,500000,0,0,2,Self-Employed,No,No,3,Digital,False,INTERNATIONAL_FREQUENT,IN
ACC38956,OIVCE0816L,Karan Menon,1973-07-12,1352,NRE,Full KYC,MH,Mumbai,DEV-A,28,88016,40000,500000,0,0,2,Self-Employed,No,No,3,Digital,False,INTERNATIONAL_FREQUENT,IN
ACC70565,JIDOC7152M,Anjali Khan,1984-10-18,3009,NRE,Full KYC,MH,Mumbai,DEV-A,15,22093,40000,500000,0,0,3,Retired,No,No,5,Digital,False,INTERNATIONAL_FREQUENT,IN
ACC39812,ZYQGT7672R,Karan Singh,1956-02-04,1071,NRE,Full KYC,MH,Mumbai,DEV-A,4,34314,40000,500000,0,0,3,Salaried,No,No,2,Branch,False,INTERNATIONAL_FREQUENT,IN
ACC67059,TUSVK2234L,Rohan Patel,1960-10-04,3093,Savings,Full KYC,KA,Bengaluru,DEV-A,13,53903,12000,200000,0,0,0,Retired,No,No,1,Branch,False,DOMESTIC_TRAVELLER,IN
ACC14409,VIANO7861Q,Anjali Bose,1960-01-27,2015,Savings,Full KYC,KA,Bengaluru,DEV-A,5,70259,12000,200000,0,0,2,Student,No,No,5,Digital,False,DOMESTIC_TRAVELLER,IN
ACC96816,XMQKL6744M,Aditya Das,1955-01-04,1990,Savings,Full KYC,KA,Bengaluru,DEV-A,4,73977,12000,200000,0,0,1,Self-Employed,No,No,4,Branch,False,DOMESTIC_TRAVELLER,IN
ACC62840,TLNNE5397E,Sachin Singh,1955-11-10,736,Savings,Full KYC,KA,Bengaluru,DEV-A,5,89456,12000,200000,0,0,3,Student,No,No,3,Branch,False,DOMESTIC_TRAVELLER,IN
ACC79172,ILOSY7112L,Neha Patel,1992-08-10,3471,Savings,Full KYC,KA,Bengaluru,DEV-A,7,12985,12000,200000,0,0,0,Student,No,No,0,Branch,False,DOMESTIC_TRAVELLER,IN
ACC36601,HBVWN1179F,Isha Iyer,1965-07-14,623,Savings,Full KYC,KA,Bengaluru,DEV-A,34,58161,12000,200000,0,0,0,Student,No,No,2,Branch,False,DOMESTIC_TRAVELLER,IN
ACC10115,DIUVY3762Z,Aarav Iyer,1989-01-27,1008,Savings,Full KYC,DL,New Delhi,DEV-A,19,40177,7000,150000,0,0,3,Business,No,No,5,Digital,False,DOMESTIC_STATIC,IN
ACC66093,SNERF2360A,Rohan Verma,1972-03-08,935,Savings,Full KYC,DL,New Delhi,DEV-A,22,65413,7000,150000,0,0,0,Retired,No,No,0,Branch,False,DOMESTIC_STATIC,IN
ACC40498,DSNXE7333P,Sachin Reddy,1959-03-15,1213,Savings,Full KYC,DL,New Delhi,DEV-A,7,38787,7000,150000,0,0,0,Retired,No,No,5,Digital,False,DOMESTIC_STATIC,IN
ACC07962,PEXDO5779Z,Anjali Khan,2001-05-17,1080,Savings,Full KYC,DL,New Delhi,DEV-A,34,82308,7000,150000,0,0,3,Salaried,No,No,5,Digital,False,DOMESTIC_STATIC,IN
ACC08223,QUJAF1128M,Aarav Reddy,1979-02-18,2800,Savings,Full KYC,DL,New Delhi,DEV-A,12,52315,7000,150000,0,0,3,Self-Employed,No,No,0,Branch,False,DOMESTIC_STATIC,IN
ACC74117,CHJOY7543P,Aishwarya Patel,1990-02-26,1050,Savings,Full KYC,DL,New Delhi,DEV-A,33,37957,7000,150000,0,0,2,Retired,No,No,1,Digital,False,DOMESTIC_STATIC,IN
ACC03763,BSEWL6694B,Kavya Gupta,1986-12-22,2932,Savings,Full KYC,MH,Mumbai,DEV-A,28,21056,8000,130000,0,0,1,Student,No,No,0,Digital,False,DOMESTIC_STATIC,IN
ACC39112,PXLPN2140X,Aarav Khan,1973-01-04,2082,Savings,Full KYC,MH,Mumbai,DEV-A,19,19524,8000,130000,0,0,0,Retired,No,No,5,Digital,False,DOMESTIC_STATIC,IN
ACC39475,GYCRE2323T,Ramesh Rao,1976-06-28,2000,Savings,Full KYC,MH,Mumbai,DEV-A,32,49036,8000,130000,0,0,3,Business,No,No,2,Digital,False,DOMESTIC_STATIC,IN
ACC59206,VZOCG3637I,Neha Iyer,1990-08-04,2166,Savings,Full KYC,MH,Mumbai,DEV-A,10,31333,8000,130000,0,0,2,Self-Employed,No,No,2,Branch,False,DOMESTIC_STATIC,IN
ACC58649,OBLVC7549J,Kavya Pillai,1978-10-25,2312,Savings,Full KYC,MH,Mumbai,DEV-A,36,35399,8000,130000,0,0,2,Student,No,No,1,Branch,False,DOMESTIC_STATIC,IN
ACC70871,VKFEO9623J,Suresh Menon,1963-01-24,2141,Savings,Full KYC,WB,Kolkata,DEV-A,38,57115,10000,220000,0,0,3,Student,No,No,4,Branch,False,DOMESTIC_STATIC,IN
ACC01491,GOCDS7802H,Karan Khan,1976-02-07,870,Savings,Full KYC,WB,Kolkata,DEV-A,9,14732,10000,220000,0,0,0,Salaried,No,No,0,Branch,False,DOMESTIC_STATIC,IN
ACC09852,GRSWH5689B,Neha Reddy,1979-02-24,3245,Savings,Full KYC,WB,Kolkata,DEV-A,29,83927,10000,220000,0,0,2,Business,No,No,4,Branch,False,DOMESTIC_STATIC,IN
ACC06071,YCLDD3354D,Karan Nair,1983-07-22,567,Savings,Full KYC,WB,Kolkata,DEV-A,34,51913,10000,220000,0,0,2,Salaried,No,No,2,Branch,False,DOMESTIC_STATIC,IN
ACC52784,AURMC1353Z,Kavya Bose,1969-09-03,2815,Savings,Full KYC,RJ,Jodhpur,DEV-ACC52784,40,52505,22317,272046,0,0,2,Student,No,No,1,Digital,False,DOMESTIC_STATIC,IN
ACC94771,PWQSQ4111M,Isha Khan,1960-08-20,3172,Savings,Full KYC,MH,Mumbai,DEV-ACC94771,29,9055,6249,193735,0,0,2,Student,No,No,1,Branch,False,DOMESTIC_STATIC,IN
ACC43903,GFBLN3167V,Rohan Joshi,2002-09-09,2813,Savings,Full KYC,KA,Mangaluru,DEV-ACC43903,38,53638,9839,494462,0,0,0,Self-Employed,No,No,0,Digital,False,DOMESTIC_STATIC,IN
ACC68743,IYFZT7355Q,Aditya Bose,1964-11-22,3099,Savings,Full KYC,RJ,Jaipur,DEV-ACC68743,23,47381,18504,407726,0,0,2,Retired,No,No,1,Branch,False,DOMESTIC_STATIC,IN
ACC16764,MCCOL2596J,Isha Singh,1970-01-02,3432,Savings,Full KYC,DL,New Delhi,DEV-ACC16764,22,24227,22896,283887,0,0,3,Salaried,No,No,3,Digital,False,DOMESTIC_STATIC,IN
ACC32758,SVTZB2056U,Rohan Iyer,1978-03-25,555,Savings,Full KYC,RJ,Jodhpur,DEV-ACC32758,7,67219,13531,179856,0,0,2,Salaried,No,No,4,Branch,False,DOMESTIC_STATIC,IN
ACC66507,WACAU9308Z,Aarav Patel,2000-09-03,1569,Savings,Full KYC,RJ,Jodhpur,DEV-ACC66507,27,53970,6334,529078,0,0,3,Self-Employed,No,No,1,Branch,False,DOMESTIC_STATIC,IN
ACC75510,MUTNT9710L,Suresh Patel,1955-09-05,3089,Savings,Full KYC,WB,Kolkata,DEV-ACC75510,30,60356,11707,497327,0,0,1,Student,No,No,5,Digital,False,DOMESTIC_STATIC,IN
ACC54434,ANDVG2239Z,Aarav Reddy,1994-10-26,729,Savings,Full KYC,WB,Kolkata,DEV-ACC54434,4,75691,4829,525477,0,0,1,Salaried,No,No,2,Digital,False,DOMESTIC_STATIC,IN
ACC23762,RDDNQ4854D,Mohan Singh,1961-07-28,2635,Savings,Full KYC,KL,Thiruvananthapuram,DEV-ACC23762,29,20614,14946,530137,0,0,0,Business,No,No,3,Branch,False,DOMESTIC_STATIC,IN
ACC15630,IXCOA7959H,Sachin Nair,1989-09-18,668,Savings,Full KYC,GJ,Surat,DEV-ACC15630,35,77876,16415,276583,0,0,0,Salaried,No,No,2,Digital,False,DOMESTIC_STATIC,IN
ACC68998,MURYL4600C,Anjali Gupta,1970-09-24,1242,Savings,Full KYC,TN,Coimbatore,DEV-ACC68998,40,40813,12061,439699,0,0,0,Business,No,No,1,Branch,False,DOMESTIC_STATIC,IN
ACC76915,DKJLG6373K,Priya Iyer,1974-12-25,1464,Savings,Full KYC,TG,Hyderabad,DEV-ACC76915,7,30933,21685,588100,0,0,1,Business,No,No,3,Branch,False,DOMESTIC_STATIC,IN
ACC75951,JNVSS4262F,Rohan Menon,1955-04-20,2511,Savings,Full KYC,RJ,Jodhpur,DEV-ACC75951,4,29251,18553,182771,0,0,2,Self-Employed,No,No,3,Branch,False,DOMESTIC_STATIC,IN
ACC63910,TNZKX3464V,Aarav Nair,1958-05-27,566,Savings,Full KYC,TG,Hyderabad,DEV-ACC63910,36,37118,8363,162859,0,0,3,Student,No,No,3,Digital,False,DOMESTIC_STATIC,IN
ACC63456,SCHFK3611O,Rohan Khan,1955-12-18,1967,Savings,Full KYC,KA,Bengaluru,DEV-ACC63456,4,37042,6966,566039,0,0,0,Self-Employed,No,No,3,Branch,False,DOMESTIC_STATIC,IN
ACC11799,ETLWF0514F,Sachin Sharma,1970-09-01,1145,Savings,Full KYC,HR,Faridabad,DEV-ACC11799,39,48857,4726,255134,0,0,0,Business,No,No,2,Digital,False,DOMESTIC_STATIC,IN
ACC89245,RDKXM3228H,Mohan Sharma,1957-03-14,941,Savings,Full KYC,KL,Thiruvananthapuram,DEV-ACC89245,10,11532,17193,354092,0,0,0,Salaried,No,No,0,Digital,False,DOMESTIC_STATIC,IN
ACC28548,MBAOB3275F,Kavya Khan,1974-07-11,1136,Savings,Full KYC,HR,Gurugram,DEV-ACC28548,38,65478,21483,134034,0,0,2,Student,No,No,0,Digital,False,DOMESTIC_STATIC,IN
ACC82558,VNMQL6817M,Ramesh Das,1983-11-20,2640,Savings,Full KYC,TG,Hyderabad,DEV-ACC82558,40,72646,17512,582649,0,0,0,Student,No,No,2,Digital,False,DOMESTIC_STATIC,IN
ACC94058,ZCNJO1376W,Aarav Singh,1965-07-13,1264,Savings,Full KYC,WB,Kolkata,DEV-ACC94058,9,54831,14540,221697,0,0,3,Student,No,No,2,Branch,False,DOMESTIC_STATIC,IN
ACC13255,LYHWN5668D,Rohan Bose,1963-12-03,1536,Savings,Full KYC,KL,Thiruvananthapuram,DEV-ACC13255,25,64816,22991,105803,0,0,2,Self-Employed,No,No,3,Digital,False,DOMESTIC_STATIC,IN
ACC72191,JNBSN5706C,Kavya Gupta,1977-03-20,2838,Savings,Full KYC,RJ,Jodhpur,DEV-ACC72191,11,71272,24035,555647,0,0,1,Business,No,No,1,Digital,False,DOMESTIC_STATIC,IN
ACC82483,CPIDZ2122F,Isha Iyer,1990-04-08,1877,Savings,Full KYC,KL,Thiruvananthapuram,DEV-ACC82483,38,74624,22201,176198,0,0,1,Salaried,No,No,2,Digital,False,DOMESTIC_STATIC,IN
ACC72242,RVXAW0660N,Karan Gupta,1971-08-10,2307,Savings,Full KYC,TN,Chennai,DEV-ACC72242,38,21073,22388,162714,0,0,0,Student,No,No,2,Branch,False,DOMESTIC_STATIC,IN
ACC84816,BHGFC3039C,Rohan Patel,1974-04-07,2214,Savings,Full KYC,KA,Mysuru,DEV-ACC84816,11,66318,8482,152952,0,0,1,Student,No,No,4,Digital,False,DOMESTIC_STATIC,IN
ACC58897,STGZV4150K,Mohan Das,1971-01-15,556,Savings,Full KYC,KL,Thiruvananthapuram,DEV-ACC58897,10,9684,5376,146705,0,0,0,Retired,No,No,3,Branch,False,DOMESTIC_STATIC,IN
ACC81977,XXIRB6071F,Neha Menon,1965-10-26,2251,Savings,Full KYC,HR,Gurugram,DEV-ACC81977,6,62513,12787,295353,0,0,3,Self-Employed,No,No,4,Branch,False,DOMESTIC_STATIC,IN
ACC42754,PAIYA7555U,Anjali Patel,1960-06-16,1001,Savings,Full KYC,KL,Kochi,DEV-ACC42754,7,76339,19255,85100,0,0,3,Business,No,No,5,Digital,False,DOMESTIC_STATIC,IN
ACC26720,EFPVN5690N,Rohan Menon,1970-06-19,1764,Savings,Full KYC,WB,Kolkata,DEV-ACC26720,38,87457,3581,425812,0,0,2,Retired,No,No,4,Branch,False,DOMESTIC_STATIC,IN
ACC18388,RFDPB8652S,Priya Gupta,1961-05-11,1383,Savings,Full KYC,RJ,Jodhpur,DEV-ACC18388,21,65261,3139,583577,0,0,3,Business,No,No,1,Branch,False,DOMESTIC_STATIC,IN
ACC34868,ZZCAR9525E,Aishwarya Nair,1972-04-27,2775,Savings,Full KYC,DL,New Delhi,DEV-ACC34868,11,23012,6581,283788,0,0,2,Business,No,No,5,Branch,False,DOMESTIC_STATIC,IN
ACC34857,BJTOI4485P,Vivaan Reddy,1967-10-14,466,Savings,Full KYC,GJ,Surat,DEV-ACC34857,5,31234,9574,379933,0,0,3,Self-Employed,No,No,5,Digital,False,DOMESTIC_STATIC,IN
ACC65990,VWFKT5407Y,Kavya Rao,1992-06-01,1786,Savings,Full KYC,GJ,Surat,DEV-ACC65990,5,53451,7811,56876,0,0,0,Salaried,No,No,0,Branch,False,DOMESTIC_STATIC,IN
ACC70754,TCMXA9536P,Suresh Iyer,1980-11-17,2395,Savings,Full KYC,KA,Bengaluru,DEV-ACC70754,16,42150,4859,575671,0,0,2,Retired,No,No,3,Branch,False,DOMESTIC_STATIC,IN
ACC75666,CTYDQ9746Y,Aishwarya Reddy,1989-05-07,1725,Savings,Full KYC,HR,Gurugram,DEV-ACC75666,5,16080,10030,339399,0,0,0,Student,No,No,0,Branch,False,DOMESTIC_STATIC,IN
ACC09840,BEOUX0266K,Anjali Nair,1973-02-08,3009,Savings,Full KYC,KA,Mangaluru,DEV-ACC09840,8,72086,19226,65758,0,0,1,Student,No,No,3,Branch,False,DOMESTIC_STATIC,IN
ACC66742,GOFTU1693J,Rohan Joshi,1987-05-22,3056,Savings,Full KYC,TG,Hyderabad,DEV-ACC66742,16,67057,6130,318789,0,0,0,Business,No,No,1,Branch,False,DOMESTIC_STATIC,IN
ACC49588,WCFKY9684C,Karan Reddy,1962-01-16,2643,Savings,Full KYC,GJ,Ahmedabad,DEV-ACC49588,17,73579,16427,585682,0,0,3,Student,No,No,1,Digital,False,DOMESTIC_STATIC,IN
ACC50499,UBKYF8812S,Aarav Verma,1972-09-14,3145,Savings,Full KYC,HR,Gurugram,DEV-ACC50499,21,74567,5943,539152,0,0,1,Business,No,No,1,Digital,False,DOMESTIC_STATIC,IN
ACC35064,DTELF9902F,Aditya Pillai,1958-01-16,785,Savings,Full KYC,KL,Thiruvananthapuram,DEV-ACC35064,32,72490,4683,113081,0,0,3,Salaried,No,No,0,Digital,False,DOMESTIC_STATIC,IN
ACC34610,EQASH8642Z,Priya Nair,1981-09-06,2463,Savings,Full KYC,WB,Kolkata,DEV-ACC34610,32,87482,24020,89082,0,0,0,Student,No,No,0,Digital,False,DOMESTIC_STATIC,IN
ACC98894,BOBEW5975K,Mohan Gupta,1973-06-27,1334,Savings,Full KYC,GJ,Surat,DEV-ACC98894,28,80373,22423,57422,0,0,2,Retired,No,No,3,Branch,False,DOMESTIC_STATIC,IN
ACC41719,YZMWH5365K,Rohan Singh,1991-07-20,2469,Savings,Full KYC,KA,Bengaluru,DEV-ACC41719,23,11559,16822,329878,0,0,0,Student,No,No,4,Digital,False,DOMESTIC_STATIC,IN
ACC92888,SUKIM4962Y,Priya Rao,1990-03-06,1363,Savings,Full KYC,TG,Hyderabad,DEV-ACC92888,6,77922,12992,450448,0,0,2,Self-Employed,No,No,5,Branch,False,DOMESTIC_STATIC,IN
ACC73236,EDIVP7310P,Suresh Nair,1982-01-19,544,Savings,Full KYC,RJ,Jodhpur,DEV-ACC73236,20,10677,10168,71115,0,0,0,Self-Employed,No,No,2,Branch,False,DOMESTIC_STATIC,IN
ACC91393,BHKIW9047A,Priya Singh,1997-09-04,1435,Savings,Full KYC,KL,Thiruvananthapuram,DEV-ACC91393,28,44783,22077,552044,0,0,3,Retired,No,No,0,Branch,False,DOMESTIC_STATIC,IN
ACC19233,MWCHD4966H,Priya Menon,1974-02-28,730,Savings,Full KYC,KL,Kochi,DEV-ACC19233,32,85234,9670,125592,0,0,0,Self-Employed,No,No,3,Digital,False,DOMESTIC_STATIC,IN
ACC39749,EICQZ0154Q,Sachin Menon,1975-11-13,955,Savings,Full KYC,DL,New Delhi,DEV-ACC39749,16,52233,11292,562522,0,0,3,Self-Employed,No,No,4,Digital,False,DOMESTIC_STATIC,IN
ACC74363,VXHTP4723I,Mohan Iyer,1968-04-27,1563,Savings,Full KYC,TN,Coimbatore,DEV-ACC74363,19,89020,20745,218036,0,0,0,Business,No,No,5,Branch,False,DOMESTIC_STATIC,IN
ACC90394,WCCKI8631C,Aditya Iyer,1978-02-21,1225,Savings,Full KYC,TG,Hyderabad,DEV-ACC90394,16,45963,8931,58456,0,0,2,Business,No,No,5,Digital,False,DOMESTIC_STATIC,IN
ACC80788,ZWHTB4683T,Sachin Khan,1979-02-08,1565,Savings,Full KYC,WB,Kolkata,DEV-ACC80788,28,76693,11955,438675,0,0,1,Business,No,No,3,Digital,False,DOMESTIC_STATIC,IN
ACC98417,HXXGE5681H,Ramesh Rao,1971-08-08,513,Savings,Full KYC,HR,Gurugram,DEV-ACC98417,5,33098,7329,454488,0,0,0,Business,No,No,4,Branch,False,DOMESTIC_STATIC,IN
ACC76608,VYDDH9304F,Anjali Gupta,1999-07-06,1773,Savings,Full KYC,HR,Gurugram,DEV-ACC76608,17,46168,6438,560095,0,0,3,Business,No,No,3,Branch,False,DOMESTIC_STATIC,IN
ACC84822,ZMPGQ1662Y,Aditya Iyer,1972-08-22,2552,Savings,Full KYC,RJ,Jaipur,DEV-ACC84822,9,30652,23851,396156,0,0,1,Retired,No,No,2,Branch,False,DOMESTIC_STATIC,IN
ACC69524,YWWCJ3999G,Sachin Pillai,1989-07-08,3043,Savings,Full KYC,DL,New Delhi,DEV-ACC69524,16,45655,3201,462201,0,0,1,Business,No,No,5,Branch,False,DOMESTIC_STATIC,IN
ACC37665,BNMCK3476V,Sachin Singh,1968-12-28,1511,Savings,Full KYC,DL,New Delhi,DEV-ACC37665,9,14519,12885,458119,0,0,1,Student,No,No,3,Digital,False,DOMESTIC_STATIC,IN
ACC65946,ZSMDK6758J,Aarav Menon,1962-12-04,2341,Savings,Full KYC,KA,Mangaluru,DEV-ACC65946,12,58049,18727,219331,0,0,2,Salaried,No,No,4,Branch,False,DOMESTIC_STATIC,IN
ACC85340,JNZML7432H,Priya Patel,1973-08-24,2178,Savings,Full KYC,RJ,Jaipur,DEV-ACC85340,27,48817,21710,459106,0,0,1,Business,No,No,5,Digital,False,DOMESTIC_STATIC,IN
ACC89661,TLQNP6987Z,Karan Gupta,1958-06-26,2335,Savings,Full KYC,TG,Hyderabad,DEV-ACC89661,5,83160,17145,155104,0,0,1,Salaried,No,No,5,Digital,False,DOMESTIC_STATIC,IN
ACC67986,UMNQC6208B,Ramesh Joshi,1993-08-18,3009,Savings,Full KYC,TG,Hyderabad,DEV-ACC67986,4,65175,23228,528302,0,0,1,Student,No,No,2,Branch,False,DOMESTIC_STATIC,IN
ACC08999,XZNEI0115R,Kavya Joshi,1967-04-02,2569,Savings,Full KYC,KL,Thiruvananthapuram,DEV-ACC08999,4,39037,22306,328534,0,0,0,Self-Employed,No,No,2,Digital,False,DOMESTIC_STATIC,IN
ACC14503,BKULW5415O,Aishwarya Reddy,1971-04-12,3444,Savings,Full KYC,TG,Hyderabad,DEV-ACC14503,38,45224,19149,245323,0,0,3,Retired,No,No,0,Branch,False,DOMESTIC_STATIC,IN
ACC62277,DQFVL5668U,Ramesh Iyer,1966-08-19,481,Savings,Full KYC,KA,Mangaluru,DEV-ACC62277,31,72054,9736,421099,0,0,2,Self-Employed,No,No,0,Digital,False,DOMESTIC_STATIC,IN
ACC91474,KNZCL1652U,Rohan Rao,1991-04-20,2932,Savings,Full KYC,DL,New Delhi,DEV-ACC91474,28,54968,11174,476008,0,0,3,Student,No,No,2,Branch,False,DOMESTIC_STATIC,IN
ACC15062,VYXPC9452Q,Suresh Iyer,1984-05-06,2706,Savings,Full KYC,WB,Kolkata,DEV-ACC15062,11,22330,21619,85972,0,0,2,Retired,No,No,1,Branch,False,DOMESTIC_STATIC,IN
ACC22215,YWXKF8345K,Mohan Reddy,1991-08-04,2048,Savings,Full KYC,HR,Faridabad,DEV-ACC22215,11,40894,7609,416348,0,0,0,Student,No,No,0,Branch,False,DOMESTIC_STATIC,IN
ACC15242,ICTNM4090H,Priya Nair,1987-06-18,1996,Savings,Full KYC,KL,Thiruvananthapuram,DEV-ACC15242,15,58688,13225,94170,0,0,3,Business,No,No,0,Branch,False,DOMESTIC_STATIC,IN
ACC32513,WBOSJ5166P,Ramesh Gupta,1994-01-13,3430,Savings,Full KYC,GJ,Ahmedabad,DEV-ACC32513,17,53061,21979,440830,0,0,3,Student,No,No,0,Branch,False,DOMESTIC_STATIC,IN
ACC72146,TGSXU4755H,Aditya Verma,1955-02-19,1448,Savings,Full KYC,WB,Kolkata,DEV-ACC72146,28,17702,16645,399099,0,0,3,Business,No,No,0,Digital,False,DOMESTIC_STATIC,IN
